Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
67.15,401.0904,972.80,-26.71428,83.84, -,9.120965
67.20,401.0904,972.80,-24.04762,83.84, -,9.120965
67.25,401.0904,972.80,-24.04762,83.84, -,9.120965
67.30,398.268,972.90,-24.04762,83.84, -,9.120965
67.35,395.4476,973.00,-26.71428,83.84, -,9.120965
67.40,395.4476,973.00,-24.04762,83.84, -,9.120965
67.45,395.4476,973.00,-21.38095,83.84, -,9.120965
67.50,392.6274,973.10,-18.66667,83.84, -,9.120965
67.55,389.8057,973.20,-18.66667,83.84, -,9.120965
67.60,389.8057,973.20,-16,83.84, -,9.120965
67.65,386.986,973.30,-16,83.84, -,9.120965
67.70,384.1648,973.40,-16,83.84, -,9.120965
67.75,381.3455,973.50,-18.66667,83.84, -,9.120965
67.80,381.3455,973.50,-18.66667,83.84, -,9.120965
67.85,375.706,973.70,-21.38095,83.84, -,9.120965
67.90,372.8874,973.80,-24.04762,83.84, -,9.120965
67.95,372.8874,973.80,-24.04762,83.84, -,9.120965
68.00,372.8874,973.80,-24.04762,83.84, -,9.120965
68.05,370.0674,973.90,-26.71428,83.84, -,9.120965
68.10,367.2493,974.00,-32.04762,83.84, -,9.120965
68.15,367.2493,974.00,-29.38095,83.84, -,9.120965
68.20,364.4314,974.10,-34.71429,83.84, -,9.120965
68.25,364.4314,974.10,-34.71429,83.84, -,9.120965
68.30,364.4314,974.10,-34.71429,83.84, -,9.120965
68.35,361.6121,974.20,-34.71429,83.84, -,9.120965
68.40,361.6121,974.20,-32.04762,83.84, -,9.120965
68.45,358.7947,974.30,-34.71429,83.84, -,9.120965
68.50,358.7947,974.30,-34.71429,83.84, -,9.120965
68.55,355.9758,974.40,-34.71429,83.84, -,9.120965
68.60,355.9758,974.40,-32.04762,83.84, -,9.120965
68.65,355.9758,974.40,-32.04762,83.84, -,9.120965
68.70,355.9758,974.40,-29.38095,83.84, -,9.120965
68.75,355.9758,974.40,-26.71428,83.84, -,9.120965
68.80,355.9758,974.40,-24.04762,83.84, -,9.120965
68.85,355.9758,974.40,-24.04762,83.84, -,9.120965
68.90,355.9758,974.40,-18.66667,83.84, -,9.120965
68.95,355.9758,974.40,-16,83.84, -,9.120965
69.00,355.9758,974.40,-16,83.84, -,9.120965
69.05,355.9758,974.40,-16,83.84, -,9.120965
69.10,355.9758,974.40,-13.33333,83.84, -,9.120965
69.15,353.1589,974.50,-13.33333,83.84, -,9.120965
69.20,353.1589,974.50,-13.33333,83.84, -,9.120965
69.25,350.3422,974.60,-13.33333,83.84, -,9.120965
69.30,350.3422,974.60,-13.33333,83.84, -,9.120965
69.35,347.5241,974.70,-16,83.84, -,9.120965
69.40,347.5241,974.70,-13.33333,83.84, -,9.120965
69.45,344.7079,974.80,-16,83.84, -,9.120965
69.50,344.7079,974.80,-13.33333,83.84, -,9.120965
69.55,341.8901,974.90,-16,83.84, -,9.120965
69.60,341.8901,974.90,-13.33333,83.84, -,9.120965
69.65,339.0744,975.00,-16,83.84, -,9.120965
69.70,336.2589,975.10,-18.66667,83.84, -,9.120965
69.75,336.2589,975.10,-18.66667,83.84, -,9.120965
69.80,333.4419,975.20,-21.33333,83.84, -,9.120965
69.85,330.6268,975.30,-24,83.84, -,9.120965
69.90,330.6268,975.30,-24,83.84, -,9.120965
69.95,327.8103,975.40,-26.66667,83.84, -,9.120965
70.00,324.9957,975.50,-29.33333,83.84, -,9.120965
70.05,324.9957,975.50,-29.33333,83.84, -,9.120965
70.10,322.1814,975.60,-32,83.84, -,9.120965
70.15,322.1814,975.60,-32,83.84, -,9.120965
70.20,319.3655,975.70,-32,83.84, -,9.120965
70.25,319.3655,975.70,-32,83.84, -,9.120965
70.30,316.5517,975.80,-32,83.84, -,9.120965
70.35,316.5517,975.80,-32,83.84, -,9.120965
70.40,316.5517,975.80,-29.33333,83.84, -,9.120965
70.45,313.7363,975.90,-32,83.84, -,9.120965
70.50,313.7363,975.90,-29.33333,83.84, -,9.120965
70.55,310.9229,976.00,-32,83.84, -,9.120965
70.60,310.9229,976.00,-29.33333,83.84, -,9.120965
70.65,308.1097,976.10,-32,83.84, -,9.120965
70.70,308.1097,976.10,-29.33333,83.84, -,9.120965
70.75,308.1097,976.10,-26.66667,83.84, -,9.120965
70.80,308.1097,976.10,-26.66667,83.84, -,9.120965
70.85,308.1097,976.10,-24,83.84, -,9.120965
70.90,305.295,976.20,-24,83.84, -,9.120965
70.95,302.4824,976.30,-26.66667,83.84, -,9.120965
71.00,302.4824,976.30,-24,83.84, -,9.120965
71.05,302.4824,976.30,-21.33333,83.84, -,9.120965
71.10,302.4824,976.30,-21.33333,83.84, -,9.120965
71.15,299.6682,976.40,-21.33333,83.84, -,9.120965
71.20,302.4824,976.30,-18.66667,83.84, -,9.120965
71.25,302.4824,976.30,-16,83.84, -,9.120965
71.30,302.4824,976.30,-16,83.84, -,9.120965
71.35,302.4824,976.30,-13.33333,83.84, -,9.120965
71.40,302.4824,976.30,-13.33333,83.84, -,9.120965
71.45,302.4824,976.30,-13.33333,83.84, -,9.120965
71.50,299.6682,976.40,-13.33333,83.84, -,9.120965
71.55,296.8559,976.50,-16,83.84, -,9.120965
71.60,296.8559,976.50,-13.33333,83.84, -,9.120965
71.65,294.0439,976.60,-16,83.84, -,9.120965
71.70,294.0439,976.60,-13.33333,83.84, -,9.120965
71.75,294.0439,976.60,-13.33333,83.84, -,9.120965
71.80,291.2304,976.70,-16,83.84, -,9.120965
71.85,291.2304,976.70,-16,83.84, -,9.120965
71.90,288.4189,976.80,-18.66667,83.84, -,9.120965
71.95,285.6058,976.90,-18.66667,83.84, -,9.120965
72.00,285.6058,976.90,-16,83.84, -,9.120965
72.05,285.6058,976.90,-16,83.84, -,9.120965
72.10,282.7947,977.00,-18.66667,83.84, -,9.120965
72.15,282.7947,977.00,-18.66667,83.84, -,9.120965
72.20,282.7947,977.00,-16,83.84, -,9.120965
72.25,282.7947,977.00,-18.66667,83.84, -,9.120965
72.30,282.7947,977.00,-18.66667,83.84, -,9.120965
72.35,279.9839,977.10,-21.33333,83.84, -,9.120965
72.40,279.9839,977.10,-21.33333,83.84, -,9.120965
72.45,279.9839,977.10,-21.33333,83.84, -,9.120965
72.50,277.1716,977.20,-24,83.84, -,9.120965
72.55,277.1716,977.20,-21.33333,83.84, -,9.120965
72.60,277.1716,977.20,-18.66667,83.84, -,9.120965
72.65,277.1716,977.20,-18.66667,83.84, -,9.120965
72.70,277.1716,977.20,-16,83.84, -,9.120965
72.75,277.1716,977.20,-16,83.84, -,9.120965
72.80,274.3612,977.30,-18.66667,83.84, -,9.120965
72.85,271.5493,977.40,-18.66667,83.84, -,9.120965
72.90,271.5493,977.40,-18.66667,83.84, -,9.120965
72.95,268.7394,977.50,-18.66667,83.84, -,9.120965
73.00,265.9297,977.60,-18.66667,83.84, -,9.120965
73.05,263.1186,977.70,-21.33333,83.84, -,9.120965
73.10,263.1186,977.70,-21.33333,83.84, -,9.120965
73.15,260.3094,977.80,-21.33333,83.84, -,9.120965
73.20,257.4987,977.90,-24,83.84, -,9.120965
73.25,254.6899,978.00,-26.66667,83.84, -,9.120965
73.30,254.6899,978.00,-26.66667,83.84, -,9.120965
73.35,254.6899,978.00,-26.66667,83.84, -,9.120965
73.40,251.8814,978.10,-26.66667,83.84, -,9.120965
73.45,251.8814,978.10,-26.66667,83.84, -,9.120965
73.50,249.0714,978.20,-29.33333,83.84, -,9.140412
73.55,249.0714,978.20,-26.66667,83.84, -,9.140412
73.60,246.2633,978.30,-29.33333,83.84, -,9.140412
73.65,246.2633,978.30,-29.33333,83.84, -,9.140412
73.70,246.2633,978.30,-29.33333,83.84, -,9.140412
73.75,246.2633,978.30,-29.33333,83.84, -,9.140412
73.80,243.4538,978.40,-32,83.84, -,9.140412
73.85,243.4538,978.40,-29.33333,83.84, -,9.140412
73.90,243.4538,978.40,-26.66667,83.84, -,9.140412
73.95,243.4538,978.40,-26.66667,83.84, -,9.140412
74.00,243.4538,978.40,-24,83.84, -,9.140412
74.05,243.4538,978.40,-21.33333,83.84, -,9.140412
74.10,243.4538,978.40,-18.66667,83.84, -,9.140412
74.15,243.4538,978.40,-18.66667,83.84, -,9.140412
74.20,243.4538,978.40,-16,83.84, -,9.140412
74.25,243.4538,978.40,-13.33333,83.84, -,9.140412
74.30,240.6462,978.50,-13.33333,83.84, -,9.140412
74.35,240.6462,978.50,-13.33333,83.84, -,9.140412
74.40,237.8388,978.60,-16,83.84, -,9.140412
74.45,235.03,978.70,-16,83.84, -,9.140412
74.50,232.2231,978.80,-18.66667,83.84, -,9.140412
74.55,229.4147,978.90,-18.66667,83.84, -,9.120965
74.60,229.4147,978.90,-18.66667,83.84, -,9.120965
74.65,226.6083,979.00,-18.66667,83.84, -,9.120965
74.70,223.8021,979.10,-21.33333,83.84, -,9.120965
74.75,220.9944,979.20,-24,83.84, -,9.120965
74.80,220.9944,979.20,-24,83.84, -,9.120965
74.85,218.1887,979.30,-24,83.84, -,9.120965
74.90,218.1887,979.30,-24,83.84, -,9.120965
74.95,218.1887,979.30,-24,83.84, -,9.120965
75.00,215.3815,979.40,-26.66667,83.84, -,9.120965
75.05,215.3815,979.40,-26.66667,83.84, -,9.120965
75.10,212.5762,979.50,-29.33333,83.84, -,9.120965
75.15,212.5762,979.50,-29.33333,83.84, -,9.120965
75.20,209.7712,979.60,-32,83.84, -,9.120965
75.25,206.9647,979.70,-34.66667,83.84, -,9.120965
75.30,206.9647,979.70,-34.66667,83.84, -,9.120965
75.35,204.1601,979.80,-34.66667,83.84, -,9.120965
75.40,204.1601,979.80,-34.66667,83.84, -,9.120965
75.45,204.1601,979.80,-32,83.84, -,9.120965
75.50,204.1601,979.80,-29.33333,83.84, -,9.140412
75.55,204.1601,979.80,-26.66667,83.84, -,9.140412
75.60,204.1601,979.80,-24,83.84, -,9.140412
75.65,204.1601,979.80,-24,83.84, -,9.140412
75.70,201.354,979.90,-24,83.84, -,9.140412
75.75,201.354,979.90,-21.33333,83.84, -,9.140412
75.80,198.5499,980.00,-21.33333,83.84, -,9.140412
75.85,198.5499,980.00,-21.33333,83.84, -,9.140412
75.90,198.5499,980.00,-18.66667,83.84, -,9.140412
75.95,195.746,980.10,-21.33333,83.84, -,9.140412
76.00,195.746,980.10,-21.33333,83.84, -,9.140412
76.05,195.746,980.10,-18.66667,83.84, -,9.140412
76.10,192.9407,980.20,-21.33333,83.84, -,9.140412
76.15,192.9407,980.20,-18.66667,83.84, -,9.140412
76.20,190.1373,980.30,-21.33333,83.84, -,9.140412
76.25,190.1373,980.30,-18.66667,83.84, -,9.140412
76.30,190.1373,980.30,-16,83.84, -,9.140412
76.35,190.1373,980.30,-16,83.84, -,9.140412
76.40,190.1373,980.30,-13.33333,83.84, -,9.140412
76.45,187.3324,980.40,-16,83.84, -,9.140412
76.50,187.3324,980.40,-16,83.84, -,9.140412
76.55,184.5294,980.50,-18.66667,83.84, -,9.140412
76.60,184.5294,980.50,-18.66667,83.84, -,9.140412
76.65,181.7267,980.60,-21.33333,83.84, -,9.140412
76.70,181.7267,980.60,-21.33333,83.84, -,9.140412
76.75,178.9225,980.70,-21.33333,83.84, -,9.140412
76.80,176.1202,980.80,-24,83.84, -,9.140412
76.85,176.1202,980.80,-21.33333,83.84, -,9.140412
76.90,176.1202,980.80,-21.33333,83.84, -,9.140412
76.95,176.1202,980.80,-21.33333,83.84, -,9.140412
77.00,176.1202,980.80,-18.66667,83.84, -,9.140412
77.05,176.1202,980.80,-18.66667,83.84, -,9.140412
77.10,176.1202,980.80,-18.66667,83.84, -,9.140412
77.15,176.1202,980.80,-16,83.84, -,9.140412
77.20,176.1202,980.80,-16,83.84, -,9.140412
77.25,176.1202,980.80,-13.33333,83.84, -,9.140412
77.30,173.3165,980.90,-16,83.84, -,9.140412
77.35,173.3165,980.90,-16,83.84, -,9.140412
77.40,173.3165,980.90,-16,83.84, -,9.140412
77.45,170.5147,981.00,-18.66667,83.84, -,9.140412
77.50,170.5147,981.00,-16,83.84, -,9.140412
77.55,167.7132,981.10,-18.66667,83.84, -,9.140412
77.60,164.9101,981.20,-18.66667,83.84, -,9.140412
77.65,159.3064,981.40,-24,83.84, -,9.140412
77.70,156.5058,981.50,-24,83.84, -,9.140412
77.75,153.7054,981.60,-26.66667,83.84, -,9.140412
77.80,150.9035,981.70,-26.66667,83.84, -,9.140412
77.85,150.9035,981.70,-24,83.84, -,9.140412
77.90,150.9035,981.70,-24,83.84, -,9.140412
77.95,150.9035,981.70,-24,83.84, -,9.140412
78.00,148.1035,981.80,-26.66667,83.84, -,9.140412
78.05,148.1035,981.80,-26.66667,83.84, -,9.140412
78.10,145.3021,981.90,-29.33333,83.84, -,9.140412
78.15,145.3021,981.90,-29.33333,83.84, -,9.140412
78.20,145.3021,981.90,-29.33333,83.84, -,9.140412
78.25,142.5026,982.00,-32,83.84, -,9.140412
78.30,139.7034,982.10,-34.66667,83.84, -,9.140412
78.35,139.7034,982.10,-32,83.84, -,9.140412
78.40,136.9027,982.20,-34.66667,83.84, -,9.140412
78.45,139.7034,982.10,-32,83.84, -,9.140412
78.50,139.7034,982.10,-29.33333,83.84, -,9.140412
78.55,139.7034,982.10,-29.33333,83.84, -,9.120965
78.60,136.9027,982.20,-29.33333,83.84, -,9.120965
78.65,134.1039,982.30,-29.33333,83.84, -,9.120965
78.70,134.1039,982.30,-24,83.84, -,9.120965
78.75,134.1039,982.30,-21.33333,83.84, -,9.120965
78.80,134.1039,982.30,-18.66667,83.84, -,9.120965
78.85,134.1039,982.30,-16,83.84, -,9.120965
78.90,134.1039,982.30,-16,83.84, -,9.120965
78.95,136.9027,982.20,-13.33333,83.84, -,9.120965
79.00,136.9027,982.20,-13.33333,83.84, -,9.120965
79.05,134.1039,982.30,-13.33333,83.84, -,9.120965
79.10,134.1039,982.30,-13.33333,83.84, -,9.120965
79.15,134.1039,982.30,-10.66667,83.84, -,9.120965
79.20,131.3036,982.40,-13.33333,83.84, -,9.120965
79.25,131.3036,982.40,-13.33333,83.84, -,9.120965
79.30,128.5053,982.50,-13.33333,83.84, -,9.120965
79.35,128.5053,982.50,-10.66667,83.84, -,9.120965
79.40,128.5053,982.50,-10.66667,83.84, -,9.120965
79.45,125.7072,982.60,-10.66667,83.84, -,9.120965
79.50,125.7072,982.60,-13.33333,83.84, -,9.120965
79.55,125.7072,982.60,-13.33333,83.84, -,9.120965
79.60,122.9076,982.70,-16,83.84, -,9.120965
79.65,122.9076,982.70,-13.33333,83.84, -,9.120965
79.70,122.9076,982.70,-10.66667,83.84, -,9.120965
79.75,120.1099,982.80,-13.33333,83.84, -,9.120965
79.80,120.1099,982.80,-13.33333,83.84, -,9.120965
79.85,117.3108,982.90,-16,83.84, -,9.120965
79.90,114.5137,983.00,-18.66667,83.84, -,9.120965
79.95,108.9183,983.20,-24,83.84, -,9.120965
80.00,106.1218,983.30,-29.33333,83.84, -,9.120965
80.05,103.3238,983.40,-32,83.84, -,9.120965
80.10,100.5278,983.50,-32,83.84, -,9.120965
80.15,100.5278,983.50,-32,83.84, -,9.120965
80.20,100.5278,983.50,-32,83.84, -,9.120965
80.25,97.73201,983.60,-32,83.84, -,9.120965
80.30,97.73201,983.60,-32,83.84, -,9.120965
80.35,94.93474,983.70,-32,83.84, -,9.120965
80.40,94.93474,983.70,-32,83.84, -,9.120965
80.45,92.1394,983.80,-34.66667,83.84, -,9.120965
80.50,92.1394,983.80,-32,83.84, -,9.120965
80.55,92.1394,983.80,-32,83.66, -,9.120965
80.60,92.1394,983.80,-32,83.66, -,9.120965
80.65,92.1394,983.80,-29.33333,83.66, -,9.120965
80.70,92.1394,983.80,-29.33333,83.66, -,9.120965
80.75,92.1394,983.80,-29.33333,83.66, -,9.120965
80.80,89.34259,983.90,-29.33333,83.66, -,9.120965
80.85,86.54771,984.00,-32,83.66, -,9.120965
80.90,83.75307,984.10,-32,83.66, -,9.120965
80.95,80.95695,984.20,-32,83.66, -,9.120965
81.00,80.95695,984.20,-26.66667,83.66, -,9.120965
81.05,80.95695,984.20,-24,83.66, -,9.120965
81.10,80.95695,984.20,-21.33333,83.66, -,9.120965
81.15,80.95695,984.20,-18.66667,83.66, -,9.120965
81.20,80.95695,984.20,-18.66667,83.66, -,9.120965
81.25,80.95695,984.20,-18.66667,83.66, -,9.120965
81.30,80.95695,984.20,-16,83.66, -,9.120965
81.35,80.95695,984.20,-16,83.66, -,9.120965
81.40,78.16277,984.30,-16,83.66, -,9.120965
81.45,75.3671,984.40,-18.66667,83.66, -,9.120965
81.50,72.57338,984.50,-18.66667,83.66, -,9.140412
81.55,72.57338,984.50,-18.66667,83.66, -,9.140412
81.60,69.77988,984.60,-21.33333,83.66, -,9.140412
81.65,66.98491,984.70,-24,83.66, -,9.140412
81.70,66.98491,984.70,-24,83.66, -,9.140412
81.75,66.98491,984.70,-24,83.66, -,9.140412
81.80,66.98491,984.70,-24,83.66, -,9.140412
81.85,64.19187,984.80,-24,83.66, -,9.140412
81.90,64.19187,984.80,-21.33333,83.66, -,9.140412
81.95,61.39736,984.90,-21.33333,83.66, -,9.140412
82.00,61.39736,984.90,-18.66667,83.66, -,9.140412
82.05,58.60478,985.00,-21.33333,83.66, -,9.140412
82.10,58.60478,985.00,-21.33333,83.66, -,9.140412
82.15,61.39736,984.90,-18.66667,83.66, -,9.140412
82.20,61.39736,984.90,-18.66667,83.66, -,9.140412
82.25,58.60478,985.00,-21.33333,83.66, -,9.140412
82.30,61.39736,984.90,-18.66667,83.66, -,9.140412
82.35,58.60478,985.00,-21.33333,83.66, -,9.140412
82.40,58.60478,985.00,-21.33333,83.66, -,9.140412
82.45,55.81243,985.10,-21.33333,83.66, -,9.140412
82.50,55.81243,985.10,-18.66667,83.66, -,9.140412
82.55,53.01861,985.20,-18.66667,83.66, -,9.120965
82.60,50.22672,985.30,-21.33333,83.66, -,9.120965
82.65,47.43336,985.40,-21.33333,83.66, -,9.120965
82.70,47.43336,985.40,-18.66667,83.66, -,9.120965
82.75,44.64193,985.50,-21.33333,83.66, -,9.120965
82.80,41.85072,985.60,-24,83.66, -,9.120965
82.85,39.05805,985.70,-26.66667,83.66, -,9.120965
82.90,39.05805,985.70,-24,83.66, -,9.120965
82.95,39.05805,985.70,-24,83.66, -,9.120965
83.00,39.05805,985.70,-21.33333,83.66, -,9.120965
83.05,39.05805,985.70,-21.33333,83.66, -,9.120965
83.10,39.05805,985.70,-18.66667,83.66, -,9.120965
83.15,39.05805,985.70,-18.66667,83.66, -,9.120965
83.20,36.26731,985.80,-24,83.66, -,9.120965
83.25,33.47509,985.90,-26.66667,83.66, -,9.120965
83.30,33.47509,985.90,-24,83.66, -,9.120965
83.35,30.6848,986.00,-29.33333,83.66, -,9.120965
83.40,30.6848,986.00,-26.66667,83.66, -,9.120965
83.45,30.6848,986.00,-26.66667,83.66, -,9.120965
83.50,30.6848,986.00,-24,83.66, -,9.140412
83.55,27.89475,986.10,-26.66667,83.66, -,9.140412
83.60,25.10322,986.20,-26.66667,83.66, -,9.140412
83.65,25.10322,986.20,-24,83.66, -,9.140412
83.70,25.10322,986.20,-21.33333,83.66, -,9.140412
83.75,25.10322,986.20,-21.33333,83.66, -,9.140412
83.80,25.10322,986.20,-18.66667,83.66, -,9.140412
83.85,22.31362,986.30,-18.66667,83.66, -,9.140412
83.90,22.31362,986.30,-16,83.66, -,9.140412
83.95,19.52255,986.40,-18.66667,83.66, -,9.140412
84.00,19.52255,986.40,-18.66667,83.66, -,9.140412
84.05,19.52255,986.40,-18.66667,83.66, -,9.140412
84.10,19.52255,986.40,-18.66667,83.66, -,9.140412
84.15,19.52255,986.40,-18.66667,83.66, -,9.140412
84.20,19.52255,986.40,-18.66667,83.66, -,9.140412
84.25,16.73341,986.50,-18.66667,83.66, -,9.140412
84.30,16.73341,986.50,-16,83.66, -,9.140412
84.35,16.73341,986.50,-16,83.66, -,9.140412
84.40,13.9445,986.60,-16,83.66, -,9.140412
84.45,11.15412,986.70,-18.66667,83.66, -,9.140412
84.50,8.365668,986.80,-21.33333,83.66, -,9.140412
84.55,5.575743,986.90,-24,83.66, -,9.140412
84.60,2.787748,987.00,-24,83.66, -,9.140412
84.65,-1.801362E-05,987.10,-24,83.66, -,9.140412
84.70,-1.801362E-05,987.10,-24,83.66, -,9.140412
84.75,-2.789257,987.20,-26.66667,83.66, -,9.140412
84.80,-2.789257,987.20,-26.66667,83.66, -,9.140412
84.85,-2.789257,987.20,-26.66667,83.66, -,9.140412
84.90,-2.789257,987.20,-24,83.66, -,9.140412
84.95,-5.576566,987.30,-26.66667,83.66, -,9.140412
85.00,-8.365348,987.40,-26.66667,83.66, -,9.140412
85.05,-5.576566,987.30,-24,83.66, -,9.140412
85.10,-5.576566,987.30,-24,83.66, -,9.140412
85.15,-5.576566,987.30,-24,83.66, -,9.140412
85.20,-5.576566,987.30,-24,83.66, -,9.140412
85.25,-5.576566,987.30,-24,83.66, -,9.140412
85.30,-5.576566,987.30,-21.33333,83.66, -,9.140412
85.35,-5.576566,987.30,-21.33333,83.66, -,9.140412
85.40,-5.576566,987.30,-21.33333,83.66, -,9.140412
85.45,-5.576566,987.30,-18.66667,83.66, -,9.140412
85.50,-8.365348,987.40,-18.66667,83.66, -,9.140412
85.55,-8.365348,987.40,-16,83.66, -,9.140412
85.60,-11.1522,987.50,-16,83.66, -,9.140412
85.65,-11.1522,987.50,-13.33333,83.66, -,9.140412
85.70,-11.1522,987.50,-10.66667,83.66, -,9.140412
85.75,-16.72692,987.70,-15.95238,83.66, -,9.140412
85.80,-19.51308,987.80,-15.95238,83.66, -,9.140412
85.85,-22.30072,987.90,-18.61905,83.66, -,9.140412
85.90,-27.87191,988.10,-23.90476,83.66, -,9.140412
85.95,-30.65887,988.20,-26.57143,83.66, -,9.140412
86.00,-33.44389,988.30,-26.57143,83.66, -,9.140412
86.05,-33.44389,988.30,-23.90476,83.66, -,9.140412
86.10,-36.23039,988.40,-29.23809,83.66, -,9.140412
86.15,-36.23039,988.40,-29.23809,83.66, -,9.140412
86.20,-36.23039,988.40,-29.23809,83.66, -,9.140412
86.25,-39.01496,988.50,-31.90476,83.66, -,9.140412
86.30,-39.01496,988.50,-31.90476,83.66, -,9.140412
86.35,-39.01496,988.50,-31.90476,83.66, -,9.140412
86.40,-39.01496,988.50,-31.90476,83.66, -,9.140412
86.45,-39.01496,988.50,-31.90476,83.66, -,9.140412
86.50,-36.23039,988.40,-29.23809,83.66, -,9.140412
86.55,-36.23039,988.40,-26.57143,83.66, -,9.140412
86.60,-33.44389,988.30,-23.90476,83.66, -,9.140412
86.65,-33.44389,988.30,-21.23809,83.66, -,9.140412
86.70,-33.44389,988.30,-21.23809,83.66, -,9.140412
86.75,-36.23039,988.40,-23.90476,83.66, -,9.140412
86.80,-39.01496,988.50,-21.28572,83.66, -,9.140412
86.85,-41.7993,988.60,-21.28572,83.66, -,9.140412
86.90,-41.7993,988.60,-18.61905,83.66, -,9.140412
86.95,-41.7993,988.60,-13.33333,83.66, -,9.140412
87.00,-44.58511,988.70,-13.33333,83.66, -,9.140412
87.05,-44.58511,988.70,-10.66667,83.66, -,9.140412
87.10,-44.58511,988.70,-10.66667,83.66, -,9.140412
87.15,-44.58511,988.70,-8,83.66, -,9.140412
87.20,-47.36899,988.80,-10.66667,83.66, -,9.140412
87.25,-50.15435,988.90,-13.33333,83.66, -,9.140412
87.30,-52.93778,989.00,-13.33333,83.66, -,9.140412
87.35,-52.93778,989.00,-13.33333,83.66, -,9.140412
87.40,-52.93778,989.00,-13.33333,83.66, -,9.140412
87.45,-50.15435,988.90,-10.66667,83.66, -,9.140412
87.50,-52.93778,989.00,-13.33333,83.66, -,9.15986
87.55,-50.15435,988.90,-13.33333,83.66, -,9.15986
87.60,-52.93778,989.00,-16,83.66, -,9.15986
87.65,-52.93778,989.00,-18.66667,83.66, -,9.15986
87.70,-52.93778,989.00,-18.66667,83.66, -,9.15986
87.75,-52.93778,989.00,-18.66667,83.66, -,9.15986
87.80,-52.93778,989.00,-16,83.66, -,9.15986
87.85,-52.93778,989.00,-13.33333,83.66, -,9.15986
87.90,-50.15435,988.90,-8,83.66, -,9.15986
87.95,-52.93778,989.00,-10.66667,83.66, -,9.15986
88.00,-52.93778,989.00,-10.66667,83.66, -,9.15986
88.05,-52.93778,989.00,-8,83.66, -,9.15986
88.10,-52.93778,989.00,-8,83.66, -,9.15986
88.15,-52.93778,989.00,-8,83.66, -,9.15986
88.20,-52.93778,989.00,-8,83.66, -,9.15986
88.25,-52.93778,989.00,-5.333333,83.66, -,9.15986
88.30,-50.15435,988.90,0,83.66, -,9.15986
88.35,-52.93778,989.00,0,83.66, -,9.15986
88.40,-52.93778,989.00,0,83.66, -,9.15986
88.45,-52.93778,989.00,0,83.66, -,9.15986
88.50,-52.93778,989.00,-2.666667,83.66, -,9.15986
88.55,-52.93778,989.00,0,83.66, -,9.15986
88.60,-52.93778,989.00,-2.666667,83.66, -,9.15986
88.65,-52.93778,989.00,0,83.66, -,9.15986
88.70,-50.15435,988.90,2.666667,83.66, -,9.15986
88.75,-52.93778,989.00,0,83.66, -,9.15986
88.80,-52.93778,989.00,0,83.66, -,9.15986
88.85,-50.15435,988.90,2.666667,83.66, -,9.15986
88.90,-52.93778,989.00,0,83.66, -,9.15986
88.95,-52.93778,989.00,-2.666667,83.66, -,9.15986
89.00,-52.93778,989.00,0,83.66, -,9.15986
89.05,-52.93778,989.00,0,83.66, -,9.15986
89.10,-52.93778,989.00,0,83.66, -,9.15986
89.15,-52.93778,989.00,0,83.66, -,9.15986
89.20,-52.93778,989.00,0,83.66, -,9.15986
89.25,-52.93778,989.00,0,83.66, -,9.15986
89.30,-50.15435,988.90,2.666667,83.66, -,9.15986
89.35,-52.93778,989.00,-2.666667,83.66, -,9.15986
89.40,-52.93778,989.00,0,83.66, -,9.15986
89.45,-52.93778,989.00,0,83.66, -,9.15986
89.50,-52.93778,989.00,0, -
89.55,-52.93778,989.00,0, -
89.60,-52.93778,989.00,0, -
89.65,-50.15435,988.90,2.666667, -
89.70,-52.93778,989.00,0, -
89.75,-52.93778,989.00,-2.666667, -
89.80,-52.93778,989.00,0, -
89.85,-52.93778,989.00,0, -
89.90,-50.15435,988.90,0, -
89.95,-52.93778,989.00,0, -
90.00,-52.93778,989.00,0, -
90.05,-52.93778,989.00,0, -
90.10,-52.93778,989.00,0, -
90.15,-52.93778,989.00,0, -
90.20,-52.93778,989.00,0, -
90.25,-52.93778,989.00,0, -
